,Product
1174,"Bosentan

  SDZ"
1175,"Bosentan

  SDZ"
1176,"Bosentan

  Welding"
1177,"Bosentan

  Welding"
1178,Botox
1179,Botox
1180,Botox
1181,Brabio
1182,Braltus
1183,Brastoryn
1184,Brastoryn
1185,Brastoryn
1186,Brastoryn
1187,Brastoryn
1188,Brastoryn
1189,Braunol
1190,Braunol
1191,Braunovidon
1192,Braunovidon
1193,"Braunovidon

  Ointment Gauze"
1194,"Bravelle

  75 IU "
1195,Bravylol
1196,Breakyl
1197,Breakyl
1198,Breakyl
1199,Breakyl
1200,Breakyl
1201,"Breakyl

  Start"
1202,Brediwal
1203,Brediwal
1204,Brelax
1205,Breletroz
1206,Brevenox 
1207,Brevenox 
1208,Brevenox 
1209,Brevenox 
1210,"Bricanyl

  Turbuhaler"
1211,Brieka
1212,Brieka
1213,Brieka
1214,Brieka
1215,Brieka
1216,Brieka
1217,Brieka
1218,Brieka
1219,Briglau
1220,Brimogen
1221,"Brimonidine

  Tartrate Teva"
1222,"Brimonidine

  Tartrate Teva"
1223,"Brimonidine Tartrate/Timolol

  Teva "
1224,Brinerdin
1225,Brinerdin
1226,"Brinzolamide

  Actavis"
1227,Brinzolamide Sandoz 
1228,Britil
1229,Brivir
1230,Brizadopt
1231,Bromarex
1232,Bromazepam-Tchaikapharma
1233,"Bromhexin

  Actavis"
1234,"Bromhexin

  Actavis"
1235,"Bromhexine

  Sopharma"
1236,"Bromhexine

  SOPHARMA"
1237,"Bromhexine

  SOPHARMA"
1238,"Bromocriptine

  Medochemie"
1239,"Bromocriptine

  NIHFI"
1240,"Bromocriptine

  Sopharma"
1241,"Bromocriptin-Richter

  2,5 mg"
1242,Bronchalis-Heel
1243,Bronchetamin
1244,Bronchicum
1245,Bronchicum
1246,"Bronchicum

  Elixir"
1247,"Bronchicum

  Elixir S"
1248,"Bronchicum

  Elixir S"
1249,"Bronchicum

  Pastillen"
1250,Bronchikast
1251,Bronchikast
1252,Bronchikast
1253,Bronchinol
1254,Bronchipret
1255,"Bronchitussen

  Vramed"
1256,"Broncho

  - Vaxom Adults"
1257,"Broncho

  - Vaxom Children"
1258,"Broncho

  - Vaxom Children"
1259,Bronchocin
1260,"Bronchocin

  Dietary Granules"
1261,"Bronchocin

  Dietary Syrup"
1262,Broncholirol
1263,"Broncholirol

  P"
1264,Broncholytin
1265,Broncholytin
1266,"Broncholytin

  Neo"
1267,BronchoMAXX
1268,BronchoMAXX
1269,Bronchosevt
1270,Bronchostop 
1271,Bronchostop 
1272,Bronchostop 
1273,"Bronchostop

  Duo"
1274,"Bronchostop

  Sine"
1275,"Bronchostop

  SNIE"
1276,Bronchoton
1277,Bronchoton
1278,"Broncho-Vaxom

  Adults"
1279,"Broncho-Vaxom

  Children"
1280,"Broncho-Vaxom

  Children"
1281,"Broncho-Vaxom

  Children"
1282,Bronchozolin
1283,Bronhalis - Heel 
1284,Bronhosolvan
1285,Bronhosolvan
1286,BRONLES
1287,Brufen
1288,Brufen
1289,Brufen
1290,"Brufen

  Codeine"
1291,"Brufen

  Forte"
1292,"Brufen

  Retard"
1293,Bryaconeel
1294,Budenofalk
1295,Budenofalk
1296,"Budenofalk

  Uno"
1297,"Budesonide

  Teva"
1298,"Budesonide

  Wyvern"
1299,Budfor
1300,Budfor
1301,Budfor
1302,Budiair Jet 
1303,"Budiair

  MDI"
1304,"BUFAR

  Easyhaler"
1305,"Bufomix

  Easyhaler"
1306,"Bufomix

  Easyhaler"
1307,"Bufomix

  Easyhaler"
1308,Bulnexo 
1309,Bulnexo 
1310,Bulzine
1311,"Bupivacaine

  Accord"
1312,"Bupivacaine

  Accord"
1313,Bupivacaine Accord 
1314,Bupivacaine Accord 
1315,"Bupivacaine

  Grindeks"
1316,"Buprenorfin

  Actavis"
1317,"Buprenorfin

  Actavis"
1318,"Buprenorfin

  Actavis"
1319,"Buprenorphin

  Actavis"
1320,"Buprenorphin

  Actavis"
1321,"Buprenorphin

  Actavis"
1322,"Buprenorphin

  Actavis"
1323,"Buprenorphin

  G.L."
1324,"Buprenorphin

  G.L."
1325,"Buprenorphin

  G.L."
1326,"Buprenorphine

  Alkaloid"
1327,"Buprenorphine

  Alkaloid"
1328,"Buprenorphine

  Alkaloid"
1329,"Buprenorphine

  Sandoz"
1330,"Buprenorphine

  Sandoz"
1331,"Buprenorphine

  Sandoz"
1332,Buscolysin
1333,Buscolysin
1334,Buscomed
1335,Buscopamine
1336,Buscopan
1337,Buscopan
1338,Buto-Asma
1339,Byol
1340,Byol
1341,Byol
1342,
1343,"Одобрени КХП на лекарствени продукти, разрешени за употреба в Р.

  България"
1344,
1345,"търговско

  наименование:"
1346,
1347,"Cabazitaxel

  Teva"
1348,Caduet
1349,Caduet
1350,"Cafetin

  Menstrual"
1351,"Caffetin

  Cold"
1352,Caffetin COLDmax 
1353,"Caffetin

  Forte"
1354,"Caffetin

  Menstrual"
1355,Caffetin SC 
1356,"Calcium

  Fluoratum D12"
1357,"Calcium

  Fluoratum D6"
1358,"Calcium

  folinate Actavis"
1359,"Calcium

  Folinate ESP Pharma"
1360,"Calcium

  Folinate Sandoz"
1361,"Calcium

  Folinate Stada"
1362,Calcium Gluconate Farmak 
1363,"Calcium

  Gluconate Hameln"
1364,Calcium Gluconate S.MED 
1365,"Calcium

  Gluconicum"
1366,"Calcium

  Gluconicum"
1367,"Calcium

  Gluconicum"
1368,"Calcium

  Gluconicum Sopharma"
1369,"Calcium

  Phospho C"
1370,"Calcium

  Sandoz Forte"
1371,"Calciumfolinat

  Ebewe"
1372,"Calciumfolinat

  Ebewe"
1373,CalciviD
1374,"Calendulae

  Flos"
1375,Calgel
1376,Calgevax 
1377,Calidiol
1378,Calipra
1379,Calipra
1380,Calipra
1381,Calipra
1382,Callergin 
1383,Calmaben
1384,Calmo - Heel 
1385,Calpol
1386,Calpol
1387,Calrecia
1388,Calumid
1389,Calutide
1390,Calvicid 
1391,Calypsol
1392,Camilia
1393,Caminard
1394,"Camphorae

  Spiritus"
1395,Campto
1396,Candecard
1397,Candecard
1398,Candecard
1399,Candecard 
1400,"Candecard

  Duo"
1401,"Candecard

  Duo"
1402,"Candecard

  Duo"
1403,"Candecard

  Duo"
1404,"Candecard

  H"
1405,"Candecard

  H"
1406,"Candecard

  HCT"
1407,Candecon
1408,Candecon
1409,Candecon
1410,Candegamma
1411,Candegamma
1412,Candegamma
1413,Candegamma 
1414,Candegamma 
1415,"Candersartan

  HCT Actavis"
1416,"Candersartan

  HCT Actavis"
1417,"Candersartan

  HCT Actavis"
1418,"Candersartan

  HCT Actavis"
1419,Candertan
1420,Candertan
1421,Candesagen
1422,Candesagen
1423,Candesagen
1424,Candesagen
1425,"Candesartan

  Actavis"
1426,"Candesartan

  Actavis"
1427,"Candesartan

  Actavis"
1428,"Candesartan

  Ecopharm"
1429,"Candesartan

  Ecopharm"
1430,"Candesartan

  Ecopharm"
1431,"Candesartan

  HCT Actavis"
1432,"Candesartan

  HCT Actavis"
1433,"Candesartan

  HCT Actavis"
1434,"Candesartan

  HCT Actavis"
1435,"Candesartan

  HCT Aurobindo"
1436,"Candesartan

  HCT Aurobindo"
1437,"Candesartan

  HCT Aurobindo"
1438,Candesartan HCT Aurobindo 
1439,"Candesartan

  HCT Jubilant"
1440,"Candesartan

  HCT Jubilant"
1441,"Candesartan

  HCT Аctavis"
1442,"Candesartan

  Rathiopharm"
1443,"Candesartan

  Аctavis"
1444,Candestar
1445,Candestar
1446,Candestar 
1447,"Candestar

  H"
1448,"Candestar

  H"
1449,"Candezek

  Combi"
1450,"Candezek

  Combi"
1451,"Candezek

  Combi"
1452,"Candezek

  Combi"
1453,Canephron 
1454,Canephron Forte 
1455,Canespor
1456,Canespor
1457,Canesten
1458,Canesten
1459,Canesten GYN 
1460,"Canesten

  GYN 1"
1461,Caniler
1462,Caniler
1463,Cantab
1464,Cantab
1465,Cantab
1466,"Cantab

  Plus"
1467,"Cantab

  Plus"
1468,CAPD/DPCA
1469,CAPD/DPCA
1470,CAPD/DPCA
1471,CAPD/DPCA
1472,CAPD/DPCA
1473,CAPD/DPCA
1474,"CAPD/DPCA

  17"
1475,CAPD/DPCA 18 
1476,"CAPD/DPCA

  19"
1477,CAPD/DPCA 3 
1478,CAPD/DPCA 4 
1479,"Capecitabine

  Actavis"
1480,"Capecitabine

  Actavis"
1481,"Capecitabine

  Cipla"
1482,"Capecitabine

  Cipla"
1483,"Capecitabine

  Fair - Med"
1484,"Capecitabine

  Fair - Med"
1485,Capecitabine Glenmark 
1486,Capecitabine Glenmark 
1487,"Capecitabine

  Medico Uno"
1488,"Capecitabine

  Medico Uno"
1489,"Capecitabine

  Sandoz"
1490,"Capecitabine

  Sandoz"
1491,"Capecitabine

  Zentiva"
1492,"Capecitabine

  Zentiva"
1493,Capeda
1494,Capeda
1495,"Capsamol

  Dolor"
1496,"Capsicum

  Renantos"
1497,Capsifen
1498,Capsifen
1499,Capsifen
1500,Capsifen Cold & Flu 
1501,Capsifen ColdActive Max 
1502,"Capsifen

  Not Sinus"
1503,Captopril
1504,"Captopril

  - Tchaikapharma"
1505,"Captopril

  - Tchaikapharma"
1506,"Captopril

  - Tchaikapharma"
1507,"Captopril

  NIHFI"
1508,"Captopril

  Sopharma"
1509,Captopril-Egis
1510,Captopril-Egis
1511,Captopril-Egis
1512,Caramlo
1513,Caramlo
1514,"Carbamazepin

  Actavis"
1515,Carbenicillin
1516,"Carbo

  Activatus"
1517,"Carbo

  Activatus"
1518,"Carboplatin

  ""Ebewe"""
1519,"Carboplatin

  Actavis"
1520,Carboplatin-Teva
1521,Carbosol
1522,Carbosorb
1523,Cardecta
1524,Cardecta
1525,Cardecta
1526,Cardecta
1527,Cardertan
1528,Cardertan
1529,Cardesart
1530,Cardesart
1531,Cardesart
1532,Cardesart
1533,Cardesart-Co
1534,Cardesart-Co
1535,Cardifrend
1536,Cardifriend
1537,Cardifriend
1538,Cardifriend - Co 
1539,Cardifriend - Co 
1540,Cardifriend-Co
1541,Cardiopirin
1542,Cardiopirin
1543,Cardiostad
1544,"Cardiostad

  Plus"
1545,Cardioxane
1546,Cardiplant
1547,Carditrust
1548,Carditrust
1549,Cardura
1550,Cardura
1551,Cardura
1552,"Cardura

  XL"
1553,"Cardura

  XL"
1554,Carivalan
1555,Carivalan
1556,Carivalan
1557,Carivalan
1558,Carivalan
1559,Carivalan
1560,"Carminativum

  Babynos Colic Drops"
1561,Carmolis 
1562,"Carmolis

  Fluid"
1563,Carsil
1564,Carsil
1565,Carsil
1566,Carsil
1567,Carsil Мах 
1568,Carvecare
1569,Carvedigamma
1570,Carvedigamma
1571,Carvedigamma 
1572,Carvedil
1573,Carvedil
1574,Carvedil
1575,Carvedil
1576,"Carvedilol

  - Ratiopharm"
1577,"Carvedilol

  - Ratiopharm"
1578,"Carvedilol

  - Ratiopharm"
1579,"Carvedilol

  - Ratiopharm"
1580,"Carvedilol

  Grindeks"
1581,"Carvedilol

  Medica"
1582,"Carvedilol

  Medica"
1583,"Carvedilol

  Medica"
1584,"Carvedilol

  Medica"
1585,"Carvedilol

  Sopharma"
1586,"Carvedilol

  Sopharma"
1587,"Carvedilol

  Sopharma"
1588,"Carvedilol

  Sopharma"
1589,Carveheal
1590,Carvetrend
1591,Carvetrend
1592,Carvetrend
1593,Carvetrend
1594,Carvilex
1595,Carvilex
1596,Carvilex
1597,Carzap
1598,Carzap
1599,Carzap
1600,Carzap 
1601,"Carzap

  H"
1602,"Carzap

  H"
1603,Casodex
1604,"Caspofungin

  Sandoz"
1605,"Caspofungin

  Sandoz"
1606,"Caspofungin

  Xellia"
1607,"Caspofungin

  Xellia"
1608,Cataflam
1609,Cataflam
1610,"Catalin

  Ophthalmic Solution"
1611,"Cathejell

  with Lidocain"
1612,"Caustinerf

  Arsenical"
1613,Cavinton
1614,Cavinton
1615,"Cavinton

  Forte"
1616,Cec
1617,Cec 
1618,"CEC

  500"
1619,"CEC

  Forte"
1620,Ceclor
1621,Ceclor
1622,Ceclor
1623,Ceclor
1624,"Ceclor

  MR"
1625,"Ceclor

  MR"
1626,Cedax
1627,Cedax
1628,Cefabene
1629,Cefabene
1630,Cefabene
1631,Cefabronchin
1632,"Cefaclor

  AL TS 125"
1633,"Cefaclor

  Alkaloid"
1634,"Cefaclor

  Alkaloid"
1635,"Cefaclor

  Alkaloid"
1636,Cefagil
1637,Cefagil
1638,Cefagil 
1639,Cefakliman
1640,Cefakliman
1641,"Cefaleksin

  Kalugerovo"
1642,Cefalexin
1643,Cefalexin
1644,Cefalexin
1645,Cefalexin
1646,Cefalexin
1647,"Cefalexin

  Kalugerovo"
1648,"Cefalexin

  Kalugerovo"
1649,"Cefalexin

  SR Actavis"
1650,"Cefalexin

  SR Actavis"
1651,Cefalotin
1652,"Cefalotin

  Actavis"
1653,Cefamadar
1654,Cefamadar 
1655,"Cefamandol

  Actavis"
1656,"Cefamandol

  Actavis"
1657,Cefamandole
1658,Cefamandole
1659,Cefasel
1660,Cefasel
1661,Cefasel
1662,Cefasilymarin
1663,Cefatec
1664,Cefatox
1665,Cefatrexyl
1666,Cefavora 
1667,Cefavora 
1668,Cefazolin
1669,"Cefazolin

  - MIP"
1670,"Cefazolin

  ABR"
1671,"Cefazolin

  Actavis"
1672,Cefazolin Actavis 
1673,Cefazolin Hospira 
1674,Cefazolin Hospira 
1675,"Cefazolin

  Panpharma"
1676,"Cefazolin

  Panpharma"
1677,"Cefazolin

  Sandoz"
1678,"Cefazolin

  Sandoz"
1679,Cefepim MIP 
1680,Cefepim MIP 
1681,"Cefepime

  Hospira"
1682,"Cefepime

  Hospira"
1683,Cefepime Kabi 
1684,"Cefepime

  Panpharma"
1685,"Cefepime

  Panpharma"
1686,"Cefepime

  Tenamyd"
1687,"Cefepime

  Tenamyd"
1688,"Cefepime

  Tenamyd"
1689,Cefepim-MIP 
1690,Cefepim-MIP 
1691,"Cefixim

  Actavis"
1692,"Cefixime

  ABR"
1693,"Cefixime

  ABR"
1694,Cefixime Actavis 
1695,"Cefixime

  Aurobindo"
1696,"Cefixime

  Nectar"
1697,"Cefixime

  Orchid Europe"
1698,Cefobid 
1699,CEFOPERAZONE ABR 
1700,CEFOPERAZONE ABR 
1701,"Ceforaxime

  Panpharma"
1702,"Ceforaxime

  Panpharma"
1703,"Cefotaxime

  ABR"
1704,Cefotaxime Panpharma 
1705,Cefotaxime Panpharma 
1706,Cefotaxime-Tchaikapharma
1707,Cefotaxim-MIP
1708,Cefotaxim-MIP
1709,Cefox
1710,Cefpodicon 
1711,Cefpodicon 
1712,"Cefpodoxime

  Actavis"
1713,"Cefpodoxime

  Actavis"
1714,"Cefpodoxime

  ESP HARMA"
1715,"Cefpodoxime

  ESP HARMA"
1716,"Cefpodoxime

  ESP Pharma"
1717,"Cefpodoxime

  ESP Pharma"
1718,Cefrom
1719,Cefrom
1720,"Ceftazidim

  - MIP"
1721,Ceftazidim - MIP 
1722,Ceftazidime Aptapharma 
1723,Ceftazidime Hospira 
1724,Ceftazidime Hospira 
1725,"Ceftazidime

  Medex"
1726,Ceftazidime Medex 
1727,Ceftazidime Panpharma 
1728,Ceftazidime Panpharma 
1729,"Ceftazime

  ABR"
1730,"Ceftriaxon

  - MIP"
1731,Ceftriaxon - MIP 
1732,Ceftriaxon - MIP 
1733,"Ceftriaxon

  - Tchaikapharma"
1734,"Ceftriaxon

  - Tchaikapharma "
1735,"Ceftriaxon

  RV"
1736,"Ceftriaxone

  Hospira"
1737,"Ceftriaxone

  Hospira"
1738,"Ceftriaxone

  Hospira"
1739,"Ceftriaxone

  Novamed"
1740,"Ceftriaxone

  Novamed"
1741,"Ceftriaxone

  Panpharma"
1742,Ceftriaxone Panpharma 
1743,"Ceftriaxone

  Romastru"
1744,"Ceftriaxone

  Romastru"
1745,"Ceftriaxone

  Romastru"
1746,"Ceftriaxone

  Romastru"
1747,"Ceftriaxone

  Sandoz"
1748,Ceftriaxon-Tchaikapharma
1749,Ceftrin
1750,Cefurocon
1751,Cefurocon
1752,"Cefuroxim

  - HIKMA"
1753,"Cefuroxim

  - HIKMA"
1754,"Cefuroxim

  - MIP 1500 mg"
1755,Cefuroxim NecLife 
1756,Cefuroxim NecLife 
1757,Cefuroxim NecLife 
1758,Cefuroxim NecLife  
1759,Cefuroxim NecLife  
1760,"Cefuroxim

  Novamed"
1761,"Cefuroxim

  Novamed"
1762,"Cefuroxim

  Panpharma"
1763,"Cefuroxim

  Panpharma"
1764,"Cefuroxime

  - Tchaikapharma"
1765,"Cefuroxime

  - Tchaikapharma"
1766,"Cefuroxime

  ABR"
1767,"Cefuroxime

  ABR"
1768,"Cefuroxime

  Actavis"
1769,Cefuroxime Actavis 
1770,"Cefuroxime

  Panpharma"
1771,"Cefuroxime

  Panpharma"
1772,"Cefuroxime

  Sandoz 1 500 mg"
1773,"Cefuroxime

  Sandoz 750 mg"
1774,"Cefuroxime

  Tenamyd"
1775,"Cefuroxime

  Tenamyd"
1776,Cefuroxim-MIP
1777,Cefzil
1778,Cefzil
1779,Cefzil
1780,Cefzil
1781,Ceglunat
1782,Celebrex
1783,Celebrex
1784,"Celecoxib

  Ecopharm"
1785,"Celecoxib

  Ecopharm"
1786,"Celecoxib

  Sandoz"
1787,"Celecoxib

  Sandoz"
1788,Celestone
1789,"Celestone

  S"
1790,Celsior 
1791,"Cemcitabine

  - Tchaikapharma"
1792,"Cemcitabine

  - Tchaikapharma"
1793,Cemcitabine Accord 
1794,Cemcitabine Accord 
1795,Centrophenoxin
1796,CentroQueen
1797,CentroQueen
1798,Cerebrolysin
1799,Ceretec
1800,Ceretec
1801,Ceridol
1802,Cernevit 
1803,Ceroxim
1804,Ceroxim
1805,Ceroxim
1806,Ceroxim
1807,Ceroxim 
1808,Ceroxim 
1809,Certican
1810,Certican
1811,Certican
1812,Certican
1813,Certican
1814,Certican
1815,Cerucal
1816,Cerucal 
1817,Cetebe
1818,Cetebe
1819,Cetirinax
1820,Cetiristad
1821,Cetiristad
1822,"Cetirizin

  Hexal"
1823,"Cetirizin

  Hexal"
1824,"Cetirizine

  Aurobindo"
1825,Cetlertec
1826,Cezera
1827,Cezoryn
1828,Cezoryn
1829,Cezoryn
1830,Chantico
1831,"CHF

  - Bulin"
1832,China-Oel
1833,Chinidin
1834,Chirocaine
1835,Chirocaine
1836,Chloe
1837,Chloe 
1838,Chlomitromycin
1839,Chlophadon
1840,Chlophadon
1841,Chlophadon
1842,Chlophazolin
1843,Chlophazolin
1844,Chlorazin
1845,Chlornitromycin
1846,Chlornitromycin
1847,Chlornitromycin
1848,Chlornitromycin
1849,Chlornitromycin
1850,Chlornitromycin
1851,"Chlorpromazine

  Sopharma"
1852,"Chlorprothixen

  15 Leciva"
1853,Chlorprothixen 15 Zentiva 
1854,"Chlorprothixen

  50 Leciva"
1855,"Chlorprothixen

  50 Zentiva"
1856,"Chlorquinaldol

  H"
1857,Cholagol
1858,Choludexan
1859,Chondrostad
1860,Choriomon 
1861,"Choriomon

  5000 IU"
1862,"Chromium

  Edta Injection 37 MBq"
1863,"Chrono

  72 "
1864,Ciatanem
1865,Cibacen
1866,Cibacen
1867,Cibadrex
1868,Cibadrex
1869,Ciclo
1870,Ciclo
1871,Ciclo
1872,"Ciclosporin

  Alkaloid"
1873,Ciclosporin Alkaloid 
1874,Ciclosporin Alkaloid 
1875,Ciclosporin Alkaloid 
1876,Ciclotau
1877,Cifran
1878,Cifran
1879,Cifran
1880,Cifran
1881,Cilapenem
1882,Cilastem
1883,Cilastem
1884,Cilest
1885,Cilest 
1886,Cilostazol Galenica 
1887,"Cilostazol

  Sandoz"
1888,"Cilostazol

  Stada"
1889,"Cilostazol

  Stada"
1890,Ciloxan 
1891,Cimetidin
1892,Cimocinox
1893,Cimocinox
1894,"Cinacalcet

  Accord"
1895,"Cinacalcet

  Accord"
1896,"Cinacalcet

  Accord"
1897,"Cinacalcet

  Heaton"
1898,"Cinacalcet

  Helm"
1899,"Cinacalcet

  Helm"
1900,"Cinacalcet

  Helm"
1901,"Cinacalcet

  Pharmazac"
1902,"Cinacalcet

  Pharmazac"
1903,"Cinacalcet

  Pharmazac"
1904,"Cinacalcet

  Sandoz"
1905,"Cinacalcet

  Sandoz"
1906,"Cinacalcet

  Sandoz"
1907,"Cinacalcet

  Synthon"
1908,"Cinacalcet

  Synthon"
1909,"Cinacalcet

  Synthon"
1910,"Cinacalcet

  Teva"
1911,"Cinacalcet

  Teva"
1912,"Cinacalcet

  Teva"
1913,Cinnabsin 
1914,Cinnarizin
1915,Cinnarizin
1916,"Cinnarizin

  - Inbiotech"
1917,"Cinnarizin

  - Pharma"
1918,"Cinnarizin

  ?ilve"
1919,"Cinnarizin

  Actavis"
1920,"Cinnarizin

  Biomeda"
1921,"Cinnarizin

  Unipharm"
1922,"Cinnarizin

  Vramed"
1923,"Cinnarizine

  Sopharma"
1924,Ciphin
1925,Ciphin
1926,Cipralex
1927,Cipralex
1928,Cipralex
1929,Cipralex
1930,Cipralex
1931,Cipralex
1932,Cipralex 
1933,"Cipralex

  MELTZ"
1934,"Cipralex

  MELTZ"
1935,Ciprinol
1936,Ciprinol
1937,Ciprinol
1938,Ciprinol
1939,Ciprinol
1940,Ciprinol
1941,Ciprobay 
1942,Ciprobay 
1943,"Ciprobay

  200"
1944,"Ciprobay

  400"
1945,"Ciprobay

  XR"
1946,Ciproflav 
1947,Ciprofloxacin
1948,Ciprofloxacin ABR 
1949,"Ciprofloxacin

  Actavis"
1950,"Ciprofloxacin

  Actavis"
1951,"Ciprofloxacin

  Actavis"
1952,"Ciprofloxacin

  Alkaloid"
1953,"Ciprofloxacin

  Alkaloid"
1954,"Ciprofloxacin

  Aurobindo"
1955,"Ciprofloxacin

  Aurobindo"
1956,"Ciprofloxacin

  Aurobindo"
1957,"Ciprofloxacin

  Ecopharm"
1958,Ciprofloxacin Hikma 
1959,"Ciprofloxacin

  Sopharma"
1960,"Ciprofloxacin

  Sopharma"
1961,Ciprolon 
1962,Ciprolon 
1963,Ciprolon 
1964,Ciprox
1965,Ciproxin
1966,Ciqorin
1967,Ciqorin
1968,Ciqorin
1969,Cisaxa
1970,Cisplatin
1971,"Cisplatin

  Accord"
1972,"Cisplatin

  Ebewe"
1973,"Cisplatin

  Ebewe"
1974,"Cisplatin

  Mylan"
1975,"Citalec

  10 Zentiva"
1976,"Citalec

  20 Zentiva"
1977,Citalon
1978,Citalon
1979,Citalon
1980,"Citalopram

  - Vitania"
1981,Citeral
1982,Citeral
1983,Citomid
1984,Citomix
1985,Clarelux
1986,Clarinase
1987,Clarinase
1988,Clarinase
1989,Clariscan
1990,Clariscan
1991,"Clarithromycin

  - Vitania"
1992,"Clarithromycin

  ABR"
1993,"Clarithromycin

  Lek"
1994,"Clarithromycin

  Sandoz"
1995,"Clarithromycin

  Sandoz"
1996,Claritine
1997,Claritine
1998,Clarzole
1999,Clastodron
2000,Claxirit
2001,"Clemastin

  Actavis"
2002,"Clenbuterol

  Actavis"
2003,"Clenbuterol

  NIHFI"
2004,"Clenbuterol

  Sopharma"
2005,Clenil
2006,Clenil
2007,"Clenil

  Jet"
2008,Cleodette 
2009,Cleonita
2010,Cleopa
2011,Cleosensa 
2012,Cleron
2013,"Cleron

  250"
2014,"Cleron

  500"
2015,Clexane
2016,Clexane
2017,Clexane
2018,Climara
2019,Climara
2020,Climara
2021,"Climara

  Forte"
2022,Climen
2023,Climox
2024,Climox
2025,Climox
2026,Climox
2027,Climox 878 
2028,"Clindamycin

  - MIP "
2029,"Clindamycin

  - MIP "
2030,"Clindamycin

  ABR"
2031,"Clindamycin

  ABR"
2032,Clindamycin ABR 
2033,"Clindamycin

  Actavis"
2034,"Clindamycin

  Actavis"
2035,Clindamycin Actavis 
2036,Clindamycin Kabi 
2037,Clindamycin-MIP
2038,Clindamycin-MIP
2039,"Clinimix

  N14G30E"
2040,"Clinimix

  N9G20E"
2041,"Clinoleic

  20% Emulsion for Infusion"
2042,Cliprofloxacin
2043,Clivarin
2044,"Clivarin

  Pen"
2045,Clobederm
2046,"Clofarabin

  Alvogen"
2047,"Clofarabine

  Sandoz"
2048,Clonareks
2049,Clonareks
2050,Clonareks
2051,"Clonazepam

  Floella"
2052,"Clonazepam

  Floella"
2053,Clopez
2054,Clopidocon
2055,"Clopidogre/ASA

  Billev"
2056,"Clopidogre/ASA

  Billev"
2057,"Clopidogrel

  - Ratiopharrm"
2058,"Clopidogrel

  Accord"
2059,"Clopidogrel

  Actavis"
2060,"Clopidogrel

  AL"
2061,"Clopidogrel

  Ecopharm"
2062,"Clopidogrel

  Genericon"
2063,"Clopidogrel

  GSK"
2064,"Clopidogrel

  Invent Farma"
2065,"Clopidogrel

  Jenson"
2066,"Clopidogrel

  Medico Uno"
2067,"Clopidogrel

  Pentafarma"
2068,"Clopidogrel

  Pfizer"
2069,"Clopidogrel

  Romastru"
2070,"Clopidogrel

  Stada"
2071,"Clopidogrel

  Vale Pharmaceuticals"
2072,"Clopidogrel/ASA

  Billev"
2073,"Clopidogrel/ASA

  Billev"
2074,Clopidostad
2075,Clopigamma
2076,Clopipeg
2077,Clopithan
2078,Clopix
2079,Clopixol
2080,"Clopixol

  Depot"
2081,Clopixol-Acuphase
2082,Cloroden
2083,Clostilbegyt
2084,Clotrimazol
2085,Clotrimazol
2086,"Clotrimazol

  ABR"
2087,"Clotrimazol

  Hexal"
2088,Clovate
2089,Clovate
2090,"Clozapine

  Accord"
2091,"Clozapine

  Accord"
2092,"Clozapine

  Accord"
2093,Cluvot
2094,Cluvot
2095,"Co

  - Amlessa"
2096,"Co

  - Amlessa"
2097,"Co

  - Amlessa"
2098,"Co

  - Amlessa"
2099,"Co

  - Amlessa"
2100,"Co

  - Codamol"
2101,"Co

  - Codamol"
2102,"Co

  - Diovan"
2103,"Co

  - Diovan"
2104,"Co

  - Diovan"
2105,"Co

  - Diovan"
2106,"Co

  - Diovan"
2107,"Co

  - Diroton"
2108,"Co

  - Diroton"
2109,Co - Enalapril - Tchaikapharma 
2110,"Co

  - Hypertonic"
2111,"Co

  - Ibersan"
2112,"Co

  - Irbec"
2113,"Co

  - Irbec"
2114,"Co

  - Irbesan"
2115,"Co

  - Irbesan"
2116,"CO

  - Irbesso"
2117,"CO

  - Irbesso"
2118,"Co

  - Linipril"
2119,"Co

  - Linipril"
2120,"Co

  - Olimestra"
2121,"Co

  - Olimestra"
2122,"Co

  - Olimestra"
2123,"Co

  - Olimestra"
2124,"Co

  - Paxene"
2125,"Co

  - Paxene"
2126,"Co

  - Prenessa"
2127,"Co

  - Prenessa"
2128,"Co

  - Prenessa"
2129,"Co

  - Renapril"
2130,"Co

  - Renapril"
2131,Co - Sartoval 
2132,Co - Sartoval 
2133,"Co

  - Telsart"
2134,"Co

  - Telsart"
2135,"Co

  - Telsart"
2136,"Co

  - Valsacor"
2137,"Co

  - Valsacor"
2138,"Co

  - Valsacor"
2139,"Co

  - Valsacor"
2140,"Co

  - Valsacor"
2141,"Co

  - Valsacor"
2142,"Co

  - Valstor"
2143,"Co

  - Valstor"
2144,"Co

  -Valsacor"
2145,"Co

  -Valsacor"
2146,Co-Amlessa 
2147,Co-Amlessa 
2148,Co-Amlessa 
2149,Co-Amlessa 
2150,Co-Amlessa 
2151,Coaxil
2152,Cocandesargen
2153,Cocandesargen
2154,Cocculine 
2155,Co-Codamol
2156,Co-Codamol
2157,"Coda

  Balloon Catheter"
2158,Co-Diova
2159,Co-Diovan
2160,Co-Diovan
2161,Co-Diroton 
2162,Co-Diroton 
2163,Codterpin
2164,"Coffeinum

  -Natrio Benzoicum"
2165,Coffergamin
2166,Cofiperla 
2167,Cognezil 
2168,Cognezil 
2169,"Cognezil

  ODT"
2170,"Cognezil

  ODT"
2171,Cognomem
2172,Cognomem
